ID,NAME,CITY,STATE,ZIP
1344,WESTSIDE REGIONAL MEDICAL CENTER,PLANTATION,FL,33324
1345,CHARLOTTE REGIONAL MEDICAL CENTER,PUNTA GORDA,FL,33950
1346,FAWCETT MEMORIAL HOSPITAL,PORT CHARLOTTE,FL,33952
1347,PEACE RIVER REGIONAL MEDICAL CENTER,PORT CHARLOTTE,FL,33952
1348,SEVEN RIVERS REGIONAL MEDICAL CENTER,CRYSTAL RIVER,FL,34428
1349,FISHERMEN'S HOSPITAL,MARATHON,FL,33050
1350,ANNE BATES LEACH EYE HOSPITAL,MIAMI,FL,33136
1351,AVENTURA HOSPITAL AND MEDICAL CENTER,AVENTURA,FL,33180
1352,BAPTIST HOSPITAL OF MIAMI,MIAMI,FL,33176
1353,CORAL GABLES HOSPITAL,CORAL GABLES,FL,33134
1354,DOUGLAS GARDENS HOSPITAL,MIAMI,FL,33137
1355,HEALTHSOUTH REHABILITATION HOSPITAL OF MIAMI,MIAMI,FL,33189
1356,JACKSON MEMORIAL HOSPITAL,MIAMI,FL,33136
1357,JACKSON SOUTH COMMUNITY HOSPITAL,MIAMI,FL,33157
1358,KINDRED HOSPITAL-SOUTH FLORIDA-CORAL GABLES,CORAL GABLES,FL,33134
1359,LARKIN COMMUNITY HOSPITAL,SOUTH MIAMI,FL,33143
1360,MERCY HOSPITAL,MIAMI,FL,33133
1361,METROPOLITAN HOSPITAL OF MIAMI,MIAMI,FL,33126
1362,PALMETTO GENERAL HOSPITAL,HIALEAH,FL,33016
1363,SELECT SPECIALTY HOSPITAL-MIAMI,MIAMI,FL,33128
1364,SOUTHERN WINDS HOSPITAL,HIALEAH,FL,33012
1365,ST CATHERINE'S REHABILITATION HOSPITAL,NORTH MIAMI,FL,33161
1366,ST CATHERINE'S WEST REHABILITATION HOSPITAL,HIALEAH GARDENS,FL,33018
1367,UNIVERSITY OF MIAMI HOSPITAL,MIAMI,FL,33136
1368,WEST GABLES REHABILITATION HOSPITAL,MIAMI,FL,33155
1369,WEST KENDALL BAPTIST HOSPITAL,MIAMI,FL,33196
1370,MARTIN MEMORIAL MEDICAL CENTER,STUART,FL,34994
1371,MARION-CITRUS MENTAL HEALTH CENTERS,OCALA,FL,34474
1372,BLAKE MEDICAL CENTER,BRADENTON,FL,34209
1373,LAKEWOOD RANCH MEDICAL CENTER,BRADENTON,FL,34202
1374,MANATEE GLENS HOSPITAL,BRADENTON,FL,34208
1375,MANATEE PALMS YOUTH SERVICES,BRADENTON,FL,34210
1376,ORCHARD HOSPITAL,GRIDLEY,CA,95948
1377,FEATHER RIVER HOSPITAL,PARADISE,CA,95969
1378,OROVILLE HOSPITAL,OROVILLE,CA,95966
1379,WRAY COMMUNITY DISTRICT HOSPITAL,WRAY,CO,80758
1380,YUMA DISTRICT HOSPITAL,YUMA,CO,80759
1381,NORTH COLORADO MEDICAL CENTER,GREELEY,CO,80631
1382,BOULDER COMMUNITY HOSPITAL,BOULDER,CO,80304
1383,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,LOUISVILLE,CO,80027
1384,LONGMONT UNITED HOSPITAL,LONGMONT,CO,80501
1385,BOULDER COMMUNITY FOOTHILLS HOSPITAL,BOULDER,CO,80303
1386,HEART OF THE ROCKIES REGIONAL MEDICAL CENTER,SALIDA,CO,81201
1387,ARROWHEAD REGIONAL MEDICAL CENTER,COLTON,CA,92324
1388,CHINO VALLEY MEDICAL CENTER,CHINO,CA,91710
1389,COMMUNITY HOSPITAL OF SAN BERNARDINO,SAN BERNARDINO,CA,92411
1390,DESERT VALLEY HOSPITAL,VICTORVILLE,CA,92392
1391,KINDRED HOSPITAL ONTARIO,ONTARIO,CA,91764
1392,LOMA LINDA UNIVERSITY HEART AND SURGICAL HOSPITAL,REDLANDS,CA,92373
1393,MOUNTAINS COMMUNITY HOSPITAL,LAKE ARROWHEAD,CA,92352
1394,REDLANDS COMMUNITY HOSPITAL,REDLANDS,CA,92373
1395,SAN ANTONIO COMMUNITY HOSPITAL,UPLAND,CA,91786
1396,ST. MARY REGIONAL MEDICAL CENTER,APPLE VALLEY,CA,92307
1397,FALLBROOK HOSPITAL DISTRICT,FALLBROOK,CA,92028
1398,GROSSMONT HOSPITAL,LA MESA,CA,91942
1399,SCRIPPS MERCY HOSPITAL,SAN DIEGO,CA,92103
1400,SCRIPPS MERCY HOSPITAL - CHULA VISTA,CHULA VISTA,CA,91910
1401,SHARP CHULA VISTA MEDICAL CENTER,CHULA VISTA,CA,91911
1402,SHARP MEMORIAL HOSPITAL,SAN DIEGO,CA,92123
1403,TRI-CITY MEDICAL CENTER,OCEANSIDE,CA,92056
1404,"UCSD-LA JOLLA, JOHN M & SALLY B. THORNTON HOSPITAL",LA JOLLA,CA,92037
1405,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,SAN DIEGO,CA,92103
1406,VILLA CORONADO CONVALESCENT (DP/SNF),CORONADO,CA,92118
1407,CALIFORNIA PACIFIC MED CTR-CALIFORNIA EAST,SAN FRANCISCO,CA,94118
1408,CHINESE HOSPITAL,SAN FRANCISCO,CA,94133
1409,ST. FRANCIS MEMORIAL HOSPITAL,SAN FRANCISCO,CA,94109
1410,CORCORAN DISTRICT HOSPITAL,CORCORAN,CA,93212
1411,HAWARDEN COMMUNITY HOSPITAL,HAWARDEN,IA,51023
1412,LORING HOSPITAL,SAC CITY,IA,50583
1413,SUTTER AMADOR HOSPITAL,JACKSON,CA,95642
1414,KOSSUTH COUNTY HOSPITAL,ALGONA,IA,50511
1415,STEWART MEMORIAL COMMUNITY HOSPITAL,LAKE CITY,IA,51449
1416,MANNING GENERAL HOSPITAL,MANNING,IA,51455
1417,SIERRA VISTA REGIONAL MEDICAL CENTER,SAN LUIS OBISPO,CA,93405
1418,TWIN CITIES COMMUNITY HOSPITAL,TEMPLETON,CA,93465
1419,LOS ROBLES HOSPITAL & MEDICAL CENTER,THOUSAND OAKS,CA,91360
1420,OJAI MANOR CONVALESCENT HOSPITAL,OJAI,CA,93023
1421,SIMI VALLEY HOSPITAL AND HEALTH CARE SVCS-SYCAMORE,SIMI VALLEY,CA,93065
1422,ST. JOHN'S PLEASANT VALLEY HOSPITAL,CAMARILLO,CA,93010
1423,ST. JOHN'S REGIONAL MEDICAL CENTER,OXNARD,CA,93030
1424,VENTURA COUNTY MEDICAL CENTER,VENTURA,CA,93003
1425,HEALDSBURG DISTRICT HOSPITAL,HEALDSBURG,CA,95448
1426,SONOMA WEST MEDICAL CENTER,SEBASTOPOL,CA,95472
1427,PETALUMA VALLEY HOSPITAL,PETALUMA,CA,94954
1428,NORTH BAY VACAVALLEY HOSPITAL,VACAVILLE,CA,95687
1429,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,CA,93111
1430,MARIAN MEDICAL CENTER,SANTA MARIA,CA,93454
1431,QUEEN OF THE VALLEY HOSPITAL - NAPA,NAPA,CA,94558
1432,SUTTER DAVIS HOSPITAL,DAVIS,CA,95616
1433,BANNER ESTRELLA MEDICAL CENTER,PHOENIX,AZ,85037
1434,BANNER GATEWAY MEDICAL CENTER,GILBERT,AZ,85234
1435,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX CAMPUS,PHOENIX,AZ,85006
1436,PHOENIX CHILDREN'S HOSPITAL,PHOENIX,AZ,85016
1437,ABRAZO WEST CAMPUS,GOODYEAR,AZ,85338
1438,SUTTER COAST HOSPITAL,CRESCENT CITY,CA,95531
1439,SONORA REGIONAL MEDICAL CENTER - FAIRVIEW,SONORA,CA,95370
1440,SONORA REGIONAL MEDICAL CENTER - GREENLEY,SONORA,CA,95370
1441,MONTGOMERY COUNTY MEMORIAL HOSPITAL,RED OAK,IA,51566
1442,COPPER QUEEN COMMUNITY HOSPITAL,BISBEE,AZ,85603
1443,ALAMEDA CO MED CTR - FAIRMONT CAMPUS,SAN LEANDRO,CA,94578
1444,ALAMEDA HOSPITAL-SOUTH SHORE CONVALESCENT HOSPITAL,ALAMEDA,CA,94501
1445,ALTA BATES SUMMIT MED CTR-HERRICK CAMPUS,BERKELEY,CA,94704
1446,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,OAKLAND,CA,94609
1447,KAISER FND HOSP - FREMONT,FREMONT,CA,94538
1448,KAISER FND HOSP - HAYWARD/FREMONT,HAYWARD,CA,94545
1449,KAISER FND HOSP - OAKLAND CAMPUS,OAKLAND,CA,94611
1450,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,SAN LEANDRO,CA,94577
1451,VALLEY MEMORIAL HOSPITAL - LIVERMORE,LIVERMORE,CA,94550
1452,SAN JOAQUIN GENERAL HOSPITAL,FRENCH CAMP,CA,95231
1453,SUTTER TRACY COMMUNITY HOSPITAL,TRACY,CA,95376
1454,GOOD SAMARITAN HOSPITAL-SAN JOSE,SAN JOSE,CA,95124
1455,DORMINY MEDICAL CENTER,FITZGERALD,GA,31750
1456,YALE-NEW HAVEN HOSPITAL,NEW HAVEN,CT,6504
1457,MEMORIAL HOSPITAL,AURORA,NE,68818
1458,HARLAN COUNTY HEALTH SYSTEM,ALMA,NE,68920
1459,TRI VALLEY HEALTH SYSTEM,CAMBRIDGE,NE,69022
1460,FRANKLIN COUNTY MEMORIAL HOSPITAL,FRANKLIN,NE,68939
1461,FREMONT AREA MEDICAL CENTER,FREMONT,NE,68025
1462,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),OMAHA,NE,68105
1463,THE NEBRASKA MEDICAL CENTER,OMAHA,NE,68198
1464,LASTING HOPE RECOVERY CENTER,OMAHA,NE,68131
1465,METHODIST WOMEN'S HOSPITAL,OMAHA,NE,68022
1466,SELECT SPECIALTY HOSPITAL - OMAHA (CENTRAL CAMPUS),OMAHA,NE,68124
1467,ST FRANCIS MEMORIAL HOSPITAL,WEST POINT,NE,68788
1468,SIDNEY REGIONAL MEDICAL CENTER,SIDNEY,NE,69162
1469,COMMUNITY HOSPITAL,MCCOOK,NE,69001
1470,OAKLAND MERCY HOSPITAL,OAKLAND,NE,68045
1471,CHADRON COMMUNITY HOSPITAL AND HEALTH SERVICES,CHADRON,NE,69337
1472,GOTHENBURG MEMORIAL HOSPITAL,GOTHENBURG,NE,69138
1473,COZAD COMMUNITY HOSPITAL,COZAD,NE,69130
1474,LEXINGTON REGIONAL HEALTH CENTER,LEXINGTON,NE,68850
1475,JENNIE M MELHAM MEMORIAL MEDICAL CENTER,BROKEN BOW,NE,68822
1476,BROWN COUNTY HOSPITAL,AINSWORTH,NE,69210
1477,LINCOLN SURGICAL HOSPITAL,LINCOLN,NE,68506
1478,OGALLALA COMMUNITY HOSPITAL,OGALLALA,NE,69153
1479,AVERA CREIGHTON HOSPITAL,CREIGHTON,NE,68729
1480,MARY LANNING MEMORIAL HOSPITAL,HASTINGS,NE,68901
1481,ANTELOPE MEMORIAL HOSPITAL,NELIGH,NE,68756
1482,TILDEN COMMUNITY HOSPITAL,TILDEN,NE,68781
1483,PROVIDENCE MEDICAL CENTER,WAYNE,NE,68787
1484,MEMORIAL COMMUNITY HOSPITAL,BLAIR,NE,68008
1485,PENDER COMMUNITY HOSPITAL,PENDER,NE,68047
1486,GENOA COMMUNITY HOSPITAL,GENOA,NE,68640
1487,MORRILL COUNTY COMMUNITY HOSPITAL,BRIDGEPORT,NE,69336
1488,LITZENBERG MEMORIAL COUNTY HOSPITAL,CENTRAL CITY,NE,68826
1489,PHELPS MEMORIAL HEALTH CENTER,HOLDREGE,NE,68949
1490,OSMOND GENERAL HOSPITAL,OSMOND,NE,68765
1491,FAITH REGIONAL HEALTH SERVICES,NORFOLK,NE,68701
1492,FAITH REGIONAL HEALTH SERVICES EAST CAMPUS,NORFOLK,NE,68701
1493,GREAT PLAINS REGIONAL MEDICAL CENTER,NORTH PLATTE,NE,69101
1494,PERKINS COUNTY HEALTH SERVICES,GRANT,NE,69140
1495,REGIONAL WEST MEDICAL CENTER,SCOTTSBLUFF,NE,69361
1496,SAUNDERS MEDICAL CENTER,WAHOO,NE,68066
1497,WARREN MEMORIAL HOSPITAL,FRIEND,NE,68359
1498,CRETE AREA MEDICAL CENTER,CRETE,NE,68333
1499,KEARNEY COUNTY HEALTH SERVICES HOSPITAL,MINDEN,NE,68959
1500,JOHNSON COUNTY HOSPITAL,TECUMSEH,NE,68450
1501,HOWARD COUNTY MEDICAL CENTER,ST PAUL,NE,68873
1502,VIDANTE EDGECOMBE HOSPITAL,TARBORO,NC,27886
1503,NORTH CAROLINA BAPTIST HOSPITAL,WINSTON SALEM,NC,27157
1504,NOVANT HEALTH FORSYTH MEDICAL CENTER,WINSTON SALEM,NC,27103
1505,FRANKLIN REGIONAL MEDICAL CENTER,LOUISBURG,NC,27549
1506,RIPLEY COUNTY MEMORIAL HOSPITAL,DONIPHAN,MO,63935
1507,COOPER COUNTY MEMORIAL HOSPITAL,BOONVILLE,MO,65233
1508,CAPITAL REGION MEDICAL CENTER,JEFFERSON CITY,MO,65101
1509,HOLZER MEDICAL CENTER,GALLIPOLIS,OH,45631
1510,CAROLINAS MEDICAL CENTER-LINCOLN,LINCOLNTON,NC,28093
1511,"LENOIR MEMORIAL HOSPITAL, INC.",KINSTON,NC,28503
1512,CENTRAL CAROLINA HOSPITAL,SANFORD,NC,27330
1513,JOHNSTON MEDICAL CENTER - SMITHFIELD,SMITHFIELD,NC,27577
1514,GRANVILLE HEALTH SYSTEM,OXFORD,NC,27565
1515,NORTH MISSISSIPPI MEDICAL CENTER,WEST POINT,MS,39773
1516,PATIENTÕS CHOICE MEDICAL CENTER OF CLAIBORNE COUNTY,PORT GIBSON,MS,39150
1517,QUINCY MEDICAL CENTER,QUINCY,MA,2169
1518,MILTON HOSPITAL,MILTON,MA,2186
1519,ST JOSEPH HOSPITAL,FORT WAYNE,IN,46802
1520,VIBRA HOSPITAL OF FORT WAYNE,FORT WAYNE,IN,46807
1521,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,CHARLOTTE,NC,28233
1522,NOVANT HEALTH MATTHEWS MEDICAL CENTER,MATTHEWS,NC,28106
1523,CAROLINAS MEDICAL CENTER-MERCY,CHARLOTTE,NC,28207
1524,CAROLINAS MEDICAL CENTER-UNIVERSITY,CHARLOTTE,NC,28256
1525,NOVANT HOSPITAL CHARLOTTE ORTHOPEDIC HOSPITAL,CHARLOTTE,NC,28207
1526,ANGEL MEDICAL CENTER,FRANKLIN,NC,28744
1527,HIGHLANDS-CASHIERS HOSPITAL,HIGHLANDS,NC,28741
1528,ST VINCENT RANDOLPH HOSPITAL INC,WINCHESTER,IN,47394
1529,MARTHA'S VINEYARD HOSPITAL,OAK BLUFFS,MA,2557
1530,STURDY MEMORIAL HOSPITAL,ATTLEBORO,MA,2703
1531,SOUTHCOAST HOSPITALS GROUP - ST. LUKE'S HOSPITAL,NEW BEDFORD,MA,2740
1532,MORTON HOSPITAL AND MEDICAL CENTER,TAUNTON,MA,2780
1533,SOUTHCOAST HOSPITALS GROUP - CHARLTON MEMORIAL HOSPITAL,FALL RIVER,MA,2720
1534,SAINT ANNE'S HOSPITAL,FALL RIVER,MA,2721
1535,BERKSHIRE MEDICAL CENTER - BERKSHIRE CAMPUS,PITTSFIELD,MA,1201
1536,FAIRVIEW HOSPITAL,GREAT BARRINGTON,MA,1230
1537,FALMOUTH HOSPITAL,FALMOUTH,MA,2540
1538,CAPE COD HOSPITAL,BARNSTABLE,MA,2601
1539,CARITAS HOLY FAMILY HOSPITAL AND MEDICAL CENTER,METHUEN,MA,1844
1540,KINDRED HOSPITAL BOSTON - NORTH SHORE,PEABODY,MA,1960
1541,LAWRENCE GENERAL HOSPITAL,LAWRENCE,MA,1842
1542,NORTHEAST HOSPITAL CORPORATION - ADDISON GILBERT CAMPUS,GLOUCESTER,MA,1930
1543,MARGARET R. PARDEE MEMORIAL HOSPITAL,HENDERSONVILLE,NC,28791
1544,PARK RIDGE HOSPITAL,HENDERSONVILLE,NC,28732
1545,MEDWEST - HAYWOOD,CLYDE,NC,28721
1546,BETSY JOHNSON HOSPITAL,DUNN,NC,28335
1547,OUR COMMUNITY HOSPITAL,SCOTLAND NECK,NC,27874
1548,HALIFAX REGIONAL MEDICAL CENTER,ROANOKE RAPIDS,NC,27870
1549,MOSES CONE MEMORIAL HOSPITAL,GREENSBORO,NC,27401
1550,HIGH POINT REGIONAL HEALTH SYSTEM,HIGH POINT,NC,27261
1551,KINDRED HOSPITAL - GREENSBORO,GREENSBORO,NC,27406
1552,WESLEY LONG COMMUNITY HOSPITAL,GREENSBORO,NC,27403
1553,MERCY HOSPITAL WASHINGTON,WASHINGTON,MO,63090
1554,LESTER E. COX SOUTH MEDICAL CENTER,SPRINGFIELD,MO,65807
1555,LESTER E. COX NORTH MEDICAL CENTER,SPRINGFIELD,MO,65802
1556,MERCY HOSPITAL SPRINGFIELD,SPRINGFIELD,MO,65804
1557,MEYER ORTHOPEDIC AND REHABILITATION HOSPITAL,SPRINGFIELD,MO,65807
1558,MERCY ST. FRANCIS HOSPITAL,MOUNTAIN VIEW,MO,65548
1559,OZARKS MEDICAL CENTER,WEST PLAINS,MO,65775
1560,JEFFERSON REGIONAL MEDICAL CENTER,CRYSTAL CITY,MO,63019
1561,NANTUCKET COTTAGE HOSPITAL,NANTUCKET,MA,2554
1562,ST MARY'S MEDICAL CENTER OF EVANSVILLE INC,EVANSVILLE,IN,47750
1563,UNION HOSPITAL CLINTON,CLINTON,IN,47842
1564,WABASH COUNTY HOSPITAL,WABASH,IN,46992
1565,HARRIS REGIONAL HOSPITAL,SYLVA,NC,28779
1566,DAVIS REGIONAL MEDICAL CENTER,STATESVILLE,NC,28687
1567,"IREDELL MEMORIAL HOSPITAL, INCORPORATED",STATESVILLE,NC,28677
1568,LAKE NORMAN REGIONAL MEDICAL CENTER,MOORESVILLE,NC,28117
1569,VIDANT ROANOKE-CHOWAN HOSPITAL,AHOSKIE,NC,27910
1570,MAYO CLINIC HEALTH SYS ALBT LE,ALBERT LEA,MN,56007
1571,SALEM MEMORIAL DISTRICT HOSPITAL,SULLIVAN,MO,65560
1572,KILMICHAEL HOSPITAL,KILMICHAEL,MS,39747
1573,ST MARY'S WARRICK HOSPITAL INC,BOONVILLE,IN,47601
1574,WOMEN'S HOSPITAL THE,NEWBURGH,IN,47630
1575,ST VINCENT WILLIAMSPORT HOSPITAL INC,WILLIAMSPORT,IN,47993
1576,ST VINCENT SALEM HOSPITAL INC,SALEM,IN,47167
1577,ST CATHERINE HOSPITAL INC,EAST CHICAGO,IN,46312
1578,VIBRA HOSPITAL OF NORTHWESTERN INDIANA,CROWN POINT,IN,46307
1579,MAYO CLINIC HEALTH SYS AUSTIN,AUSTIN,MN,55912
1580,PAULDING COUNTY HOSPITAL,PAULDING,OH,45879
1581,WAYNE MEMORIAL HOSPITAL,GOLDSBORO,NC,27533
1582,WILKES REGIONAL MEDICAL CENTER,NORTH WILKESBORO,NC,28659
1583,WILSON MEDICAL CENTER,WILSON,NC,27893
1584,YADKIN VALLEY COMMUNITY HOSPITAL,YADKINVILLE,NC,27055
1585,WASHINGTON COUNTY HOSPITAL,PLYMOUTH,NC,27962
1586,DUKE HEALTH RALEIGH HOSPITAL,RALEIGH,NC,27611
1587,REX HOSPITAL,RALEIGH,NC,27607
1588,WAKEMED,RALEIGH,NC,27620
1589,WAKEMED CARY HOSPITAL,CARY,NC,27511
1590,WAKEMED NORTH HEALTHPLEX,RALEIGH,NC,27614
1591,ST. VINCENT ANDERSON REGIONAL HOSPITAL,ANDERSON,IN,46016
1592,ST VINCENT MERCY HOSPITAL,ELWOOD,IN,46036
1593,UNITY MEDICAL AND SURGICAL HOSPITAL,MISHAWAKA,IN,46545
1594,PIKE COMMUNITY HOSPITAL,WAVERLY,OH,45690
1595,SAMARITAN HOSPITAL - PEOPLES HOSPITAL,ASHLAND,OH,44805
1596,ANSON COMMUNITY HOSPITAL,WADESBORO,NC,28170
1597,ALLEGHANY MEMORIAL HOSPITAL,SPARTA,NC,28675
1598,ALAMANCE REGIONAL MEDICAL CENTER,BURLINGTON,NC,27216
1599,"ASHE MEMORIAL HOSPITAL, INC.",JEFFERSON,NC,28640
1600,SULLIVAN COUNTY MEMORIAL HOSPITAL,MILAN,MO,63556
1601,BRENTWOOD BEHAVIORAL HEALTHCARE,JACKSON,MS,39232
1602,MS STATE HOSPITAL,WHITFIELD,MS,39193
1603,SHARKEY-ISSAQUENA COMMUNITY HOSPITAL,ROLLING FORK,MS,39159
1604,ST. LUKE'S HOSPITAL,COLUMBUS,NC,28722
1605,"PENDER MEMORIAL HOSPITAL, INC.",BURGAW,NC,28425
1606,VIDANT MEDICAL CENTER,GREENVILLE,NC,27835
1607,PERSON MEMORIAL HOSPITAL,ROXBORO,NC,27573
1608,ST VINCENT CARMEL HOSPITAL INC,CARMEL,IN,46032
1609,CARTERET GENERAL HOSPITAL,MOREHEAD CITY,NC,28557
1610,"CHATHAM HOSPITAL, INC.",SILER CITY,NC,27344
1611,CATAWBA VALLEY MEDICAL CENTER,HICKORY,NC,28602
1612,ADVANCED HEALTHCARE MEDICAL CENTER,ELLINGTON,MO,63638
1613,JEFFERSON COUNTY HOSPITAL,FAYETTE,MS,39069
1614,SOUTHEASTERN REGIONAL MEDICAL CENTER,LUMBERTON,NC,28359
1615,NOVANT HEALTH ROWAN MEDICAL CENTER,SALISBURY,NC,28144
1616,BETH ISRAEL DEACONESS MEDICAL CENTER - EAST CAMPUS,BOSTON,MA,2215
1617,BOSTON MEDICAL CENTER - MENINO CAMPUS,BOSTON,MA,2118
1618,BETH ISRAEL DEACONESS MEDICAL CENTER - WEST CAMPUS,BOSTON,MA,2215
1619,BOSTON MEDICAL CENTER - EAST NEWTON CAMPUS,BOSTON,MA,2118
1620,CARITAS ST. ELIZABETH'S MEDICAL CENTER,BRIGHTON,MA,2135
1621,BRIGHAM AND WOMEN'S HOSPITAL,BOSTON,MA,2115
1622,CHILDREN'S HOSPITAL BOSTON,BOSTON,MA,2115
1623,NEW ENGLAND BAPTIST HOSPITAL,BOSTON,MA,2120
1624,MILFORD REGIONAL MEDICAL CENTER,MILFORD,MA,1757
1625,SAINT VINCENT HOSPITAL,WORCESTER,MA,1608
1626,HEALTH ALLIANCE HOSPITAL - BURBANK CAMPUS,FITCHBURG,MA,1420
1627,ATHOL MEMORIAL HOSPITAL,ATHOL,MA,1331
1628,CLINTON HOSPITAL,CLINTON,MA,1510
1629,HEYWOOD HOSPITAL,GARDNER,MA,1440
1630,UMASS MEMORIAL MEDICAL CENTER - MEMORIAL CAMPUS,WORCESTER,MA,1605
1631,UMASS MEMORIAL MEDICAL CENTER - UNIVERSITY CAMPUS,WORCESTER,MA,1655
1632,HEALTH ALLIANCE HOSPITAL - LEOMINSTER CAMPUS,LEOMINSTER,MA,1453
1633,SAMPSON REGIONAL MEDICAL CENTER,CLINTON,NC,28329
1634,LOWELL GENERAL HOSPITAL,LOWELL,MA,1854
1635,HALLMARK HEALTH SYSTEM - MELROSE-WAKEFIELD HOSPITAL CAMPUS,MELROSE,MA,2176
1636,EMERSON HOSPITAL,CONCORD,MA,1742
1637,MARLBOROUGH HOSPITAL,MARLBOROUGH,MA,1752
1638,METROWEST MEDICAL CENTER - LEONARD MORSE CAMPUS,NATICK,MA,1760
1639,NASHOBA VALLEY MEDICAL CENTER,AYER,MA,1432
1640,MOUNT AUBURN HOSPITAL,CAMBRIDGE,MA,2138
1641,METROWEST MEDICAL CENTER - FRAMINGHAM CAMPUS,FRAMINGHAM,MA,1701
1642,HALLMARK HEALTH SYSTEM - LAWRENCE MEMORIAL HOSPITAL CAMPUS,MEDFORD,MA,2155
1643,NEWTON-WELLESLEY HOSPITAL,NEWTON,MA,2462
1644,WINCHESTER HOSPITAL,WINCHESTER,MA,1890
1645,CAMBRIDGE HEALTH ALLIANCE - WHIDDEN MEMORIAL CAMPUS,EVERETT,MA,2149
1646,WILLIAM N WISHARD MEMORIAL HOSPITAL,INDIANAPOLIS,IN,46202
1647,VIDANT BERTIE HOSPITAL,WINDSOR,NC,27983
1648,"CHARLES A. CANNON, JR. MEMORIAL HOSPITAL",LINVILLE,NC,28646
1649,J. ARTHUR DOSHER MEMORIAL HOSPITAL,SOUTHPORT,NC,28461
1650,SELECT SPECIALTY HOSPITAL - JACKSON,JACKSON,MS,39211
1651,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CENTER,ASHEVILLE,NC,28801
1652,CAROLINAS HEALTHCARE SYSTEM BLUE RIDGE,MORGANTON,NC,28655
1653,"VALDESE GENERAL HOSPITAL, INC.",VALDESE,NC,28690
1654,BAYSTATE FRANKLIN MEDICAL CENTER,GREENFIELD,MA,1301
1655,MERCY MEDICAL CENTER - PROVIDENCE BEHAVIORAL HEALTH HOSPITAL CAMPUS,HOLYOKE,MA,1040
1656,MERCY MEDICAL CENTER - SPRINGFIELD CAMPUS,SPRINGFIELD,MA,1102
1657,NOBLE HOSPITAL,WESTFIELD,MA,1086
1658,COOLEY DICKINSON HOSPITAL,NORTHAMPTON,MA,1061
1659,BAYSTATE MARY LANE HOSPITAL,WARE,MA,1082
1660,ST VINCENT JENNINGS HOSPITAL INC,NORTH VERNON,IN,47265
1661,RILEY HOSPITAL,MERIDIAN,MS,39301
1662,SOUTH MS STATE HOSPITAL,PURVIS,MS,39475
1663,ALL CHILDREN'S HOSPITAL,SAINT PETERSBURG,FL,33701
1664,LANDMARK HOSPITAL OF CAPE GIRARDEAU,CAPE GIRARDEAU,MO,63703
1665,"BLUE RIDGE REGIONAL HOSPITAL, INC",SPRUCE PINE,NC,28777
1666,FIRSTHEALTH MONTGOMERY MEMORIAL HOSPITAL,TROY,NC,27371
1667,FIRSTHEALTH MOORE REG. HOSP. AND PINEHURST TREATMENT,PINEHURST,NC,28374
1668,NASH GENERAL HOSPITAL,ROCKY MOUNT,NC,27804
1669,NEW HANOVER REGIONAL MEDICAL CENTER,WILMINGTON,NC,28401
1670,DAVIE COUNTY HOSPITAL,MOCKSVILLE,NC,27028
1671,CAPE FEAR VALLEY MEDICAL CENTER,FAYETTEVILLE,NC,28302
1672,HIGHSMITH-RAINEY MEMORIAL HOSPITAL,FAYETTEVILLE,NC,28301
1673,THE OUTER BANKS HOSPITAL,NAGS HEAD,NC,27959
1674,CARITAS GOOD SAMARITAN MEDICAL CENTER - BROCKTON CAMPUS,BROCKTON,MA,2301
1675,POPLAR BLUFF REGIONAL MEDICAL CENTER - SOUTH,POPLAR BLUFF,MO,63901
1676,JOHN J PERSHING VA MEDICAL CENTER,POPLAR BLUFF,MO,63901
1677,FULTON STATE HOSPITAL,FULTON,MO,65251
1678,UNIVERSITY OF NORTH CAROLINA HOSPITALS,CHAPEL HILL,NC,27514
1679,CAROLINA EAST HEALTH SYSTEM,NEW BERN,NC,28561
1680,VIDANT CHOWAN HOSPITAL,EDENTON,NC,27932
1681,COLUMBUS REGIONAL HEALTHCARE SYSTEM,WHITEVILLE,NC,28472
1682,CAROLINAS HEALTHCARE SYSTEM CLEVELAND,SHELBY,NC,28150
1683,CRAWLEY MEMORIAL HOSPITAL,SHELBY,NC,28017
1684,CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN,KINGS MOUNTAIN,NC,28086
1685,GLACIAL RIDGE HOSPITAL,GLENWOOD,MN,56334
1686,HEALTHEAST ST JOHNS HOSPITAL,ST PAUL,MN,55109
1687,UNIVERSITY OF MN MED CTR,MINNEAPOLIS,MN,55454
1688,HENNEPIN COUNTY MEDICAL CTR,MINNEAPOLIS,MN,55415
1689,REGENCY HOSPITAL OF MPLS LLC,GOLDEN VALLEY,MN,55422
1690,SHRINERS HOSPITAL FOR CHILDREN,MINNEAPOLIS,MN,55414
