ID,NAME,CITY,STATE,ZIP
460,ROANOKE AMBULATORY SURGERY CENTER,ROANOKE,VA,24016
461,METHODIST MEDICAL CENTER OF OAK RIDGE,OAK RIDGE,TN,37830
462,MONONGAHELA VALLEY HOSPITAL,MONONGAHELA,PA,15063
463,ADVANCED SURGICAL HOSPITAL,WASHINGTON,PA,15301
464,SURGI-CENTER OF CENTRAL VIRGINIA,FREDERICKSBURG,VA,22405
465,SMYTH COUNTY COMMUNITY HOSPITAL,MARION,VA,24354
466,ARIA HEALTH BUCKS COUNTY,LANGHORNE,PA,19114
467,GRAND VIEW HOSPITAL,SELLERSVILLE,PA,18960
468,LOWER BUCKS HOSPITAL,BRISTOL,PA,19007
469,ST LUKE'S QUAKERTOWN HOSPITAL,QUAKERTOWN,PA,18951
470,ROTHMAN SPECIALTY HOSPITAL,BENSALEM,PA,19020
471,DOYLESTOWN HOSPITAL,DOYLESTOWN,PA,18901
472,ST MARY MEDICAL CENTER,LANGHORNE,PA,19047
473,SURGICAL INSTITUTE OF READING,WYOMISSING,PA,19610
474,NASON HOSPITAL,ROARING SPRING,PA,16673
475,JAMES E VAN ZANDT VA MEDICAL CENTER,ALTOONA,PA,16602
476,TYRONE HOSPITAL,TYRONE,PA,16686
477,WELLMONT LONESOME PINE HOSPITAL,BIG STONE GAP,VA,24219
478,JOHNSTON MEMORIAL HOSPITAL,ABINGDON,VA,24210
479,INOVA ALEXANDRIA HOSPITAL,ALEXANDRIA,VA,22304
480,TWIN COUNTY REGIONAL HOSPITAL,GALAX,VA,24333
481,BON SECOURS MARYVIEW MEDICAL CENTER,PORTSMOUTH,VA,23707
482,YORK HOSPITAL,YORK,PA,17405
483,TYLER MEMORIAL HOSPITAL,TUNKHANNOCK,PA,18657
484,KINDRED HOSPITAL AT HERITAGE VALLEY,BEAVER,PA,15009
485,HERITAGE VALLEY BEAVER,BEAVER,PA,15009
486,ACMH HOSPITAL,KITTANNING,PA,16201
487,SELECT SPECIALTY HOSPITAL - PITTSBRGH UPMC,PITTSBURGH,PA,15213
488,LIFECARE HOSPITALS OF PITTSBURGH - SUBURBAN,PITTSBURGH,PA,15202
489,LIFECARE HOSPITALS OF PITTSBURGH -  ALLE-KISKI,NATRONA HEIGHTS,PA,15065
490,THE CHILDREN'S INSTITUTE OF PITTSBURGH,PITTSBURGH,PA,15217
491,KINDRED HOSPITAL - PITTSBURGH,OAKDALE,PA,15071
492,UPMC MERCY,PITTSBURGH,PA,15219
493,OHIO VALLEY GENERAL HOSPITAL,MCKEES ROCKS,PA,15136
494,UPMC PRESBYTERIAN - SHADYSIDE,PITTSBURGH,PA,15213
495,HERITAGE VALLEY SEWICKLEY,SEWICKLEY,PA,15143
496,VA PITTSBURGH HEALTHCARE SYSTEM,PITTSBURGH,PA,15240
497,LIFECARE HOSPITALS OF PITTSBURGH - MONROEVILLE,MONROEVILLE,PA,15146
498,ST CLAIR MEMORIAL HOSPITAL,PITTSBURGH,PA,15243
499,CHILDRENS HOME OF PITTSBURGH,PITTSBURGH,PA,15224
500,UPMC PASSAVANT,PITTSBURGH,PA,15237
501,ALLEGHENY GENERAL HOSPITAL,PITTSBURGH,PA,15212
502,MAGEE-WOMENS HOSPITAL OF UPMC,PITTSBURGH,PA,15213
503,UPMC MCKEESPORT,MCKEESPORT,PA,15132
504,JEFFERSON REGIONAL MEDICAL CENTER,PITTSBURGH,PA,15236
505,ALLE-KISKI MEDICAL CENTER,NATRONA HEIGHTS,PA,15065
506,MARY BLACK MEMORIAL HOSPITAL,SPARTANBURG,SC,29307
507,CHILDREN'S HABILITATION CENTER,SPARTANBURG,SC,29302
508,SPARTANBURG HOSPITAL FOR RESTORATIVE CARE,SPARTANBURG,SC,29303
509,SPARTANBURG REGIONAL MEDICAL CENTER,SPARTANBURG,SC,29303
510,TUOMEY,SUMTER,SC,29150
511,WILLIAMSBURG REGIONAL HOSPITAL,KINGSTREE,SC,29556
512,MEMORIAL AMBULATORY SURGERY CENTER,MECHANICSVILLE,VA,23116
513,CATARACT AND REFRACTIVE SURGERY CENTER,RICHMOND,VA,23226
514,HENRICO DOCTORS HOSPITAL,RICHMOND,VA,23229
515,KINDRED HOSPITAL RICHMOND,RICHMOND,VA,23230
516,ST. MARYÕS AMBULATORY SURGERY CENTER,RICHMOND,VA,23226
517,HALIFAX REGIONAL HEALTH SYSTEM,SOUTH BOSTON,VA,24592
518,SENTARA NORTHERN VIRGINIA MEDICAL CENTER,WOODBRIDGE,VA,22191
519,LE BONHEUR CHILDREN'S HOSPITAL,MEMPHIS,TN,38103
520,CAROLINAS HOSPITAL SYSTEM MARION,MULLINS,SC,29574
521,RIVERVIEW REGIONAL MEDICAL CENTER,CARTHAGE,TN,37030
522,MOUNT CARMEL ST ANN'S HOSPITAL,WESTERVILLE,OH,43081
523,LINCOLN MEDICAL CENTER,FAYETTEVILLE,TN,37334
524,BON SECOURS DEPAUL MEDICAL CENTER,NORFOLK,VA,23505
525,LAKE TAYLOR TRANSITIONAL CARE HOSPITAL,NORFOLK,VA,23502
526,SENTARA LEIGH AMBULATORY SURGERY CENTER,NORFOLK,VA,23502
527,VIRGINIA SURGERY CENTER,NORFOLK,VA,23502
528,BON SECOURS RICHMOND COMMUNITY HOSPITAL,RICHMOND,VA,23223
529,CJW MEDICAL CENTER CHIPPENHAM CAMPUS,RICHMOND,VA,23225
530,RETREAT DOCTORS HOSPITAL,RICHMOND,VA,23220
531,STONY POINT SURGERY CENTER,RICHMOND,VA,23235
532,VCU HEALTH SYSTEM,RICHMOND,VA,23219
533,RUSSELL COUNTY MEDICAL CENTER,LEBANON,VA,24266
534,CATAWBA HOSPITAL,CATAWBA,VA,24070
535,CARILION TAZEWELL COMMUNITY HOSPITAL,TAZEWELL,VA,24651
536,CLINCH VALLEY MEDICAL CENTER,RICHLANDS,VA,24641
537,REGIONAL SURGICAL SERVICES,BLUEFIELD,VA,24605
538,WARREN MEMORIAL HOSPITAL,FRONT ROYAL,VA,22630
539,MARY IMMACULATE AMBULATORY SURGERY CENTER,NEWPORT NEWS,VA,23602
540,PENINSULA SURGERY CENTER,NEWPORT NEWS,VA,23601
541,RIVERSIDE REGIONAL MEDICAL CENTER,NEWPORT NEWS,VA,23601
542,CLARENDON MEMORIAL HOSPITAL,MANNING,SC,29102
543,TURBEVILLE CORRECTIONAL INSTITUTION INFIRMARY,TURBEVILLE,SC,29162
544,BEACH SURGICENTER FOR EYES,VIRGINIA BEACH,VA,23454
545,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,VIRGINIA BEACH,VA,23454
546,VIRGINIA BEACH EYE CENTER,VIRGINIA BEACH,VA,23454
547,UPPER VALLEY MEDICAL CENTER,TROY,OH,45373
548,COLLETON MEDICAL CENTER,WALTERBORO,SC,29488
549,DUBOIS REGIONAL MEDICAL CENTER,DUBOIS,PA,15801
550,CLEARFIELD HOSPITAL,CLEARFIELD,PA,16830
551,"PRINCE WILLIAM AMBULATORY SURGERY CENTER, L.L.C.",MANASSAS,VA,20110
552,PRINCE WILLIAM HOSPITAL,MANASSAS,VA,20110
553,"FREDERICKSBURG AMBULATORY SURGERY CENTER, L.L.C.",FREDERICKSBURG,VA,22401
554,MARY WASHINGTON HOSPITAL,FREDERICKSBURG,VA,22401
555,BERWICK HOSPITAL CENTER,BERWICK,PA,18603
556,GEISINGER-BLOOMSBURG HOSPITAL,BLOOMSBURG,PA,17815
557,BUCKTAIL MEDICAL CENTER,RENOVO,PA,17764
558,SCHUYLKILL MEDICAL CENTER SOUTH JACKSON STREET,POTTSVILLE,PA,17901
559,SCHUYLKILL MEDICAL CENTER EAST NORWEGIAN STREET,POTTSVILLE,PA,17901
560,CHARLES COLE MEMORIAL HOSPITAL,COUDERSPORT,PA,16915
561,HOSPITAL OF FOX CHASE CANCER CENTER,PHILADELPHIA,PA,19111
562,CHESTNUT HILL HOSPITAL,PHILADELPHIA,PA,19118
563,ARIA HEALTH TORRESDALE,PHILADELPHIA,PA,19114
564,ARIA HEALTH FRANKFORD,PHILADELPHIA,PA,19114
565,KINDRED HOSPITAL - PHILADELPHIA,PHILADELPHIA,PA,19111
566,HAHNEMANN UNIVERSITY HOSPITAL,PHILADELPHIA,PA,19102
567,SELECT SPECIALTY HOSPITAL DANVILLE,DANVILLE,PA,17822
568,TAKOMA ADVENTIST HOSPITAL,GREENEVILLE,TN,37743
569,AKRON CITY HOSPITALS,AKRON,OH,44309
570,ST. LUKE'S REHABILITATION INSTITUTE,SPOKANE,WA,99202
571,PROVIDENCE ST. PETER HOSPITAL,OLYMPIA,WA,98506
572,PEACEHEALTH SAINT JOHN MEDICAL CENTER - BROADWAY CAMPUS,LONGVIEW,WA,98632
573,TUALITY COMMUNITY HOSPITAL,HILLSBORO,OR,97123
574,ST. JOSEPH REGIONAL MEDICAL CENTER,LEWISTON,ID,83501
575,GRAYS HARBOR COMMUNITY HOSPITAL - EAST,ABERDEEN,WA,98520
576,COULEE MEDICAL CENTER,GRAND COULEE,WA,99133
577,GARFIELD COUNTY PUBLIC HOSPITAL,POMEROY,WA,99347
578,PROSSER MEMORIAL HOSPITAL,PROSSER,WA,99350
579,LOURDES COUNSELING CENTER,RICHLAND,WA,99352
580,PROVIDENCE ST. MARY MEDICAL CENTER,WALLA WALLA,WA,99362
581,ADVOCATE GOOD SHEPHERD HOSPITAL,BARRINGTON,IL,60010
582,JOHNS HOPKINS HOSPITAL,BALTIMORE,MD,21287
583,GLENWOOD REGIONAL MEDICAL CENTER,WEST MONROE,LA,71291
584,FLEMING COUNTY HOSPITAL,FLEMINGSBURG,KY,41041
585,SAINT JOSEPH EAST,LEXINGTON,KY,40509
586,UNIVERSITY OF KY HOSPITAL,LEXINGTON,KY,40536
587,HERRICK MEMORIAL HOSPITAL,TECUMSEH,MI,49286
588,TWIN LAKES REGIONAL MEDICAL CENTER,LEITCHFIELD,KY,42754
589,JACKSON PURCHASE MEDICAL CENTER,MAYFIELD,KY,42066
590,BUTLER HOSPITAL,PROVIDENCE,RI,2906
591,VAN MATRE REHABILITATION HOSPITAL,ROCKFORD,IL,61108
592,SWEDISH AMERICAN HOSPITAL,ROCKFORD,IL,61104
593,SAINT ANTHONY MEDICAL CENTER,ROCKFORD,IL,61107
594,HEARTLAND REGIONAL MEDICAL CENTER,MARION,IL,62959
595,ADVENTIST BEHAVIORAL HEALTH ROCKVILLE,ROCKVILLE,MD,20850
596,VALLEY HOSPITAL,RIDGEWOOD,NJ,7450
597,SELECT SPECIALTY HOSPITAL - NORTHEAST NEW JERSEY,ROCHELLE PARK,NJ,7662
598,EAST MOUNTAIN HOSPITAL,BELLE MEAD,NJ,8502
599,KILBARCHAN RESIDENTIAL TREATMENT CENTER,PATERSON,NJ,7514
600,THE MEDICAL CENTER AT FRANKLIN,FRANKLIN,KY,42134
601,ALEXIAN BROTHERS MEDICAL CENTER,ELK GROVE VILLAGE,IL,60007
602,MEMORIAL HOSPITAL OF SALEM COUNTY,SALEM,NJ,8079
603,RUSSELL COUNTY HOSPITAL,RUSSELL SPRINGS,KY,42642
604,SAINT JOSEPH BEREA,BEREA,KY,40403
605,BAPTIST HOSPITAL EAST,LOUISVILLE,KY,40207
606,JEWISH HOSPITAL & ST. MARY'S HEALTHCARE,LOUISVILLE,KY,40202
607,KINDRED HOSPITAL - LOUISVILLE,LOUISVILLE,KY,40204
608,CHILDRENS SPECIALIZED HOSPITAL AT TOMS RIVER,TOMS RIVER,NJ,8755
609,PINEVILLE COMMUNITY HOSPITAL,PINEVILLE,KY,40977
610,MEMORIAL MEDICAL CENTER,SPRINGFIELD,IL,62702
611,ST MARGARETS HOSPITAL,SPRING VALLEY,IL,61362
612,WESTERN BAPTIST HOSPITAL,PADUCAH,KY,42003
613,ST. ELIZABETH FT. THOMAS,FT. THOMAS,KY,41075
614,SPRING VIEW HOSPITAL,LEBANON,KY,40033
615,SAINT JOSEPH MOUNT STERLING,MT. STERLING,KY,40353
616,CENTRAL VERMONT MEDICAL CENTER,MONTPELIER,VT,5602
617,BRATTLEBORO MEMORIAL HOSPITAL,BRATTLEBORO,VT,5301
618,GRACE COTTAGE HOSPITAL,TOWNSHEND,VT,5353
619,WHITE RIVER JUNCTION VETERANS AFFAIRS MEDICAL CENTER,WHITE RIVER JUNCTION,VT,5009
620,WESTERN STATE HOSPITAL,HOPKINSVILLE,KY,42240
621,EASTERN SHORE HOSPITAL CENTER,CAMBRIDGE,MD,21613
622,ATLANTIC GENERAL HOSPITAL,BERLIN,MD,21811
623,EDWARD HOSPITAL,NAPERVILLE,IL,60540
624,CENTRAL DUPAGE HOSPITAL,WINFIELD,IL,60190
625,MILBANK AREA HOSPITAL / AVERA HEALTH,MILBANK,SD,57252
626,WADLEY REGIONAL MEDICAL CENTER AT HOPE,HOPE,AR,71801
627,ST FRANCIS HOSPITAL,LITCHFIELD,IL,62056
628,CLAY COUNTY HOSPITAL,FLORA,IL,62839
629,FAIRBANKS MEMORIAL HOSPITAL,FAIRBANKS,AK,99701
630,WRANGELL MEDICAL CENTER AND LTC,WRANGELL,AK,99929
631,HENDRICK MEDICAL CENTER,ABILENE,TX,79601
632,CENTRAL TEXAS HOSPITAL,CAMERON,TX,76520
633,SOUTHWEST REGIONAL SKILLED NURSING,LUBBOCK,TX,79401
634,KINDRED HOSPITAL - MANSFIELD,MANSFIELD,TX,76063
635,BAPTIST ORANGE HOSPITAL,ORANGE,TX,77630
636,WEATHERFORD REGIONAL MEDICAL CENTER,WEATHERFORD,TX,76086
637,NEW YORK COMMUNITY HOSPITAL,BROOKLYN,NY,11229
638,RANSOM MEMORIAL HOSPITAL,OTTAWA,KS,66067
639,AURORA PSYCHIATRIC HSPTL,WAUWATOSA,WI,53213
640,MINISTRY ST MARYS HOSPITAL,RHINELANDER,WI,54501
641,APPLETON MED CTR,APPLETON,WI,54911
642,ST. ELIZABETH HOSPITAL,APPLETON,WI,54915
643,MERCY HOSPITAL ROGERS,ROGERS,AR,72758
644,US PHS WINSLOW INDIAN HOSPITAL,WINSLOW,AZ,86047
645,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SACRAMENTO,SACRAMENTO,CA,95817
646,CONSULATE HEALTH CARE OF PENSACOLA,PENSACOLA,FL,32505
647,DOCTORS MEMORIAL HOSPITAL,PERRY,FL,32347
648,LAKESIDE BEHAVIORAL HEALTHCARE - CENTRAL PLAZA,ORLANDO,FL,32810
649,325TH MEDICAL GROUP - US AIR FORCE HOSPITAL - OUTPATIENT,TYNDALL AFB,FL,32403
650,BLECKLEY MEMORIAL HOSPITAL,COCHRAN,GA,31014
651,CHILDRENS HEALTHCARE OF ATLANTA AT SCOTTISH RITE,ATLANTA,GA,30342
652,CRISP REGIONAL HOSPITAL,CORDELE,GA,31015
653,EMORY-ADVENTIST HOSPITAL,SMYRNA,GA,30080
654,LOUIS SMITH MEMORIAL HOSPITAL,LAKELAND,GA,31635
655,JOHN D ARCHBOLD MEMORIAL HOSPITAL,THOMASVILLE,GA,31792
656,"NOLAND HOSPITAL TUSCALOOSA, LLC",TUSCALOOSA,AL,35401
657,TRINITY MEDICAL CENTER,BIRMINGHAM,AL,35213
658,HEALTHSOUTH REHABILITATION HOSPITAL AT DRAKE,CINCINNATI,OH,45216
659,HEATHER HILL CARE COMMUNITIES,CHARDON,OH,44024
660,KINDRED HOSPITAL,CLEVELAND,OH,44120
661,KINGS DAUGHTERS MEDICAL CENTER OHIO,PORTSMOUTH,OH,45662
662,VICTORY MEDICAL CENTER HOUSTON,HOUSTON,TX,77004
663,BON SECOURS SURGERY CENTER AT VA BEACH,VIRGINIA BEACH,VA,23462
664,LYNN HOUSE OF POTOMAC VALLEY,ALEXANDRIA,VA,22304
665,PRINCESS ANNE AMBULATORY SURGERY CENTER,VIRGINIA BEACH,VA,23456
666,SKIN SURGERY CENTER OF VIRGINIA,HENRICO,VA,23238
667,FAIRLAWN SURGICAL CENTER,ROANOKE,VA,24014
668,HEALTHSOUTH REHABILITATION HOSPITAL OF NORTHERN VIRGINIA,ALDIE,VA,20105
669,STEVENS HOSPITAL,EDMONDS,WA,98026
670,LEGACY SALMON CREEK HOSPITAL,VANCOUVER,WA,98686
671,ENUMCLAW REGIONAL HOSPITAL,ENUMCLAW,WA,98022
672,LAKESIDE BEHAVIORAL HEALTHCARE,ORLANDO,FL,32808
673,UAMS MEDICAL CENTER,LITTLE ROCK,AR,72205
674,"ASPIRUS MEDFORD HOSPITAL & CLINICS, INC",MEDFORD,WI,54451
675,HSHS ST CLARE MEMORIAL HOSPITAL,OCONTO FALLS,WI,54154
676,LADD MEMORIAL HOSPITAL,OSCEOLA,WI,54020
677,SAUK PRAIRIE HOSPITAL,PRAIRIE DU SAC,WI,53578
678,CHARLESTON AREA MEDICAL CENTER - TRANSPLANT,CHARLESTON,WV,25325
679,HIGHLAND HOSPITAL,CHARLESTON,WV,25303
680,EATING RECOVERY CENTER A BEHAVIORAL HOSPITAL FOR CHILDREN AND ADOLESCENTS,DENVER,CO,80230
681,CHEYENNE RIVER HOSPITAL,EAGLE BUTTE,SD,57625
682,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,ANN ARBOR,MI,48109
683,PEAK VIEW BEHAVIORAL HEALTH,COLORADO SPRINGS,CO,80918
684,SELECT SPECIALTY HOSPITAL- INDIANAPOLIS,INDIANAPOLIS,IN,46250
685,INDIANA UNIVERSITY HEALTH TRANSPLANT,INDIANAPOLIS,IN,46206
686,ST. LANDRY EXTENDED CARE HOSPITAL,OPELOUSAS,LA,70570
687,FELICIANA FORENSIC FACILITY,JACKSON,LA,70748
688,WOMAN'S HOSPITAL,BATON ROUGE,LA,70815
689,MESCALERO HOSPITAL,MESCALERO,NM,88340
690,PARKER IHS INDIAN HOSPITAL,PARKER,AZ,85344
691,ACOMA-CANONCITO-LAGUNA (ACL) HOSPITAL,ACOMA,NM,87034
692,CASEY COUNTY HOSPITAL,LIBERTY,KY,42539
693,NORTHERN NAVAJO MEDICAL CENTER,SHIPROCK,NM,87420
694,KELLER ARMY COMMUNITY HOSPITAL,WEST POINT,NY,10996
695,NAVAL HOSPITAL BREMERTON,BREMERTON,WA,98312
696,NAVAL HOSPITAL OAK HARBOR,OAK HARBOR,WA,98278
697,99TH MEDICAL GROUP - MIKE O'CALLAGHAN FEDERAL MEDICAL CENTER,NELLIS AFB,NV,89191
698,BASSETT ARMY COMMUNITY HOSPITAL,FORT WAINWRIGHT,AK,99703
699,BROOKE ARMY MEDICAL CENTER,FORT SAM HOUSTON,TX,78234
700,EISENHOWER ARMY MEDICAL CENTER,FORT GORDON,GA,30905
701,FORT BELVOIR COMMUNITY HOSPITAL,FORT BELVOIR,VA,22060
702,WOMACK ARMY MEDICAL CENTER,FORT BRAGG,NC,28307
703,CENTRAL ALABAMA VETERANS HEALTH CARE SYSTEM EAST CAMPUS,TUSKEGEE,AL,36083
704,FLORIDA HOSPITAL WATERMAN,TAVARES,FL,32778
705,"ASPIRUS ONTONAGON HOSPITAL, INC",ONTONAGON,MI,49953
706,EAST BAY DIVISION - MARTINEZ OUTPATIENT CLINIC,MARTINEZ,CA,94553
707,VA MEDICAL CENTER - SACRAMENTO,MATHER,CA,95655
708,SAN FRANCISCO VA HEALTH CARE SYSTEM,SAN FRANCISCO,CA,94121
709,WEST LOS ANGELES MEDICAL CENTER,LOS ANGELES,CA,90073
710,SEPULVEDA AMBULATORY CARE CENTER,LOS ANGELES,CA,91343
711,VA MEDICAL CENTER - NEWINGTON CAMPUS,NEWINGTON,CT,6111
712,DWIGHT D. EISENHOWER VA MEDICAL CENTER,LEAVENWORTH,KS,66048
713,VA MEDICAL CENTER - LEESTOWN DIVISION,LEXINGTON,KY,40511
714,ROBLEY REX VA MEDICAL CENTER,LOUISVILLE,KY,40206
715,NORTH CENTRAL BAPTIST HOSPITAL-ER,SAN ANTONIO,TX,78258
716,NORTHEAST BAPTIST HOSPITAL,SAN ANTONIO,TX,78217
717,METHODIST SPECIALTY HOSPITAL-ER,SAN ANTONIO,TX,78229
718,ST LUKE'S BAPTIST HOSPITAL,SAN ANTONIO,TX,78229
719,SCOTT COUNTY HOSPITAL,SCOTT CITY,KS,67871
720,CAMC MEMORIAL HOSPITAL-ER,CHARLESTON,WV,25304
721,RIDEOUT MEMORIAL HOSPITAL,MARYSVILLE,CA,95901
722,AURORA BEHAVIORAL HEALTHCARE-SANTA ROSA,SANTA ROSA,CA,95401
723,SONOMA DEVELOPMENTAL CENTER,ELDRIDGE,CA,95431
724,COTTAGE REHABILITATION HOSPITAL,SANTA BARBARA,CA,93105
725,HEALTHSOUTH EAST VALLEY REHABILITATION,GILBERT,AZ,85206
726,LOS NINOS HOSPITAL,PHOENIX,AZ,85016
727,MAYO CLINIC ARIZONA,PHOENIX,AZ,85054
728,"CHG HOSPITAL TUCSON, LLC",TUCSON,AZ,85710
729,NORTHWEST MED CENTER,TUCSON,AZ,85741
730,PAGE HOSPITAL,PAGE,AZ,86040
731,SIERRA VISTA REGIONAL HEALTH CENTER,SIERRA VISTA,AZ,85635
732,MT. GRAHAM REGIONAL MEDICAL CENTER,SAFFORD,AZ,85546
733,PEAK VIEW BEHAVIORAL HEALTH,COLORADO SPRINGS,CO,80918
734,SELECT LONG TERM CARE HOSPITAL-COLORADO SPRINGS,COLORADO SPRINGS,CO,80923
735,DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,DECATUR,AL,35601
736,PICKENS COUNTY MEDICAL CENTER,CARROLLTON,AL,35447
737,BOWDON AREA HOSPITAL AND REHAB CENTER,BOWDON,GA,30116
738,SHELBY BAPTIST MEDICAL CENTER,ALABASTER,AL,35007
739,HOSP UNIVERSITARIO DE ADULTOS,MONACILLO URBANO,PR,922
740,WEST PACES MEDICAL CENTER,ATLANTA,GA,30327
741,ANNIE PENN HOSPITAL,REIDSVILLE,NC,27320
742,FIRSTHEALTH RICHMOND MEMORIAL HOSPITAL,ROCKINGHAM,NC,28379
743,SANDHILLS REGIONAL MEDICAL CENTER,HAMLET,NC,28345
744,STANLY REGIONAL MEDICAL CENTER,ALBEMARLE,NC,28002
745,"RUTHERFORD HOSPITAL, INC.",RUTHERFORDTON,NC,28139
746,"LANDMARK HOSPITAL OF COLUMBIA, LLC",COLUMBIA,MO,65201
747,NORTH OAK REGIONAL MEDICAL CENTER,SENATOBIA,MS,38668
748,EASTERN OKLAHOMA MEDICAL CENTER,POTEAU,OK,74953
749,LAKESIDE WOMEN'S HOSPITAL,OKLAHOMA CITY,OK,73120
750,SUNNYSIDE COMMUNITY HOSPITAL,SUNNYSIDE,WA,98944
751,CASCADE VALLEY HOSPITAL,ARLINGTON,WA,98223
752,SWEDISH MEDICAL CENTER - EDMONDS,EDMONDS,WA,98020
753,MERITUS MEDICAL CENTER,HAGERSTOWN,MD,21742
754,HEALTHSOUTH CHESAPEAKE REHABILITATION HOSPITAL,SALISBURY,MD,21801
755,FRANKFORT REGIONAL MEDICAL CENTER,FRANKFORT,KY,40601
756,PARKWAY REGIONAL HOSPITAL,FULTON,KY,42041
757,HARRISON MEMORIAL HOSPITAL,CYNTHIANA,KY,41031
758,EPHRAIM MCDOWELL FORT LOGAN HOSPITAL,STANFORD,KY,40484
759,MARY BRECKINRIDGE ARH HOSPITAL,HYDEN,KY,41749
760,MEDSTAR SAINT MARY'S HOSPITAL,LEONARDTOWN,MD,20650
761,ADVENTIST REHABILITATION HOSPITAL OF MARYLAND,ROCKVILLE,MD,20850
762,SAINT JOSEPH HOSPITAL LONDON,LONDON,KY,40741
763,MEADOWVIEW PSYCHIATRIC HOSPITAL,SECAUCUS,NJ,7094
764,LOURDES HOSPITAL,PADUCAH,KY,42003
765,GREAT RIVER MEDICAL CENTER,BLYTHEVILLE,AR,72315
766,ST. VINCENT MORRILTON,MORRILTON,AR,72110
767,LITTLE HILL ALINA LODGE,BLAIRSTOWN,NJ,7825
768,NATIONAL PARK MEDICAL CENTER,HOT SPRINGS,AR,71901
769,ADVENTIST GLENOAKS,GLENDALE HEIGHTS,IL,60139
770,AVOYELLES HOSPITAL,MARKSVILLE,LA,71351
771,PRAIRIE LAKES HOSPITAL,WATERTOWN,SD,57201
772,NORTHWESTERN MEDICAL CENTER,ST. ALBANS,VT,5478
773,FAULKTON AREA MEDICAL CENTER,FAULKTON,SD,57438
774,AVERA SAINT LUKES HOSPITAL,ABERDEEN,SD,57401
775,DAKOTA PLAINS SURGICAL CENTER,ABERDEEN,SD,57401
776,COTEAU DES PRAIRIES HOSPITAL,SISSETON,SD,57262
777,COMMUNITY MEMORIAL HOSPITAL,REDFIELD,SD,57469
778,NORTH COUNTRY HOSPITAL & HEALTH CENTER,NEWPORT,VT,5855
779,SISTERSVILLE GENERAL HOSPITAL,SISTERSVILLE,WV,26175
780,ALASKA PSYCHIATRIC INSTITUTE,ANCHORAGE,AK,99508
781,PROVIDENCE SEWARD MEDICAL CENTER,SEWARD,AK,99664
782,MAT-SU REGIONAL MEDICAL CENTER,PALMER,AK,99645
783,ACADIA ABILENE BEHAVIORAL HEALTH,ABILENE,TX,79602
784,WEST PARK HOSPITAL DISTRICT,CODY,WY,82414
785,MEMORIAL HOSPITAL OF SWEETWATER COUNTY HEMODIALYSIS UNIT,ROCK SPRINGS,WY,82902
786,WYOMING MEDICAL CENTER,CASPER,WY,82601
787,IVINSON MEMORIAL HOSPITAL,LARAMIE,WY,82072
788,MEMORIAL HOSPITAL OF CONVERSE COUNTY,DOUGLAS,WY,82633
789,HOSP PSIQUIATRICO DR RAMON FERNANDEZ MARINA,MONACILLO URBANO,PR,922
790,MAYERS MEMORIAL HOSPITAL,FALL RIVER MILLS,CA,96028
791,SANTA MONICA - UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL,SANTA MONICA,CA,90404
792,DR GASTON J ACOSTA-RUA CENTER FOR CARING,JACKSONVILLE,FL,32205
793,JACKSON MEMORIAL MENTAL HEALTH CENTER - INPATIENT,MIAMI,FL,33136
794,JACKSON NORTH SPECIALTY AND DIAGNOSTIC CENTER,MIAMI GARDENS,FL,33054
795,MIAMI HEART INSTITUTE & MEDICAL CENTER,MIAMI,FL,33140
796,LAKESIDE BEHAVIORAL HEALTHCARE - RESIDENTIAL PLAZA,ORLANDO,FL,32804
797,UNION CORRECTIONAL INSTITUTE HOSPITAL,RAIFORD,FL,32026
798,WINNIE PALMER HOSPITAL FOR WOMEN & BABIES,ORLANDO,FL,32806
799,WOLFSON CHILDREN'S HOSPITAL - JACKSONVILLE,JACKSONVILLE,FL,32207
800,WEST FLORIDA REHABILITATION INSTITUTE,PENSACOLA,FL,32514
801,NEMOURS CHILDREN'S HOSPITAL,ORLANDO,FL,32827
802,HEALTHSOUTH REHABILITATION HOSPITAL OF NORTH ALABAMA,HUNTSVILLE,AL,35801
803,CROSSBRIDGE BEHAVIORAL HEALTH A BAPTIST SOUTH FACILITY,MONTGOMERY,AL,36116
804,SAINT CLARE'S HOSPITAL,ALTON,IL,62002
805,ADVOCATE HEALTH AND HOSPITALS CORPORATION - DBA ADVOCATE BROMENN MEDICAL CENTER,NORMAL,IL,61761
806,"THC CHICAGO, INC. - DBA KINDRED HOSPITAL - CHICAGO",CHICAGO,IL,60618
807,THE CARLE FOUNDATION HOSPITAL,URBANA,IL,61801
808,NORTHEAST METHODIST HOSPITAL,LIVE OAK,TX,78233
809,MISSION TRAIL BAPTIST HOSPITAL-ER,SAN ANTONIO,TX,78235
810,SANFORD ROCK RAPIDS MEDICAL CENTER,ROCK RAPIDS,IA,51246
811,NORTHSIDE HOSPITAL,SAINT PETERSBURG,FL,33709
812,SOUTH LAKE HOSPITAL,CLERMONT,FL,34711
813,FOUNDATIONS BEHAVIORAL HEALTH,DOYLESTOWN,PA,18901
